uid|body|title|url|origin_path|newspaper_uid|host|n_tokens_title|n_tokens_body
4107ef1f8899d026719d40b16867f904|Las tres temporadas de|‘Land Girls’ o la imbatible calidad de la BBC|https://elpais.com/television/2021-08-18/land-girls-o-la-imbatible-calidad-de-la-bbc.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|5|2
0deda4edf603719e541f2e6c85696925|Después de 32 años tras las rejas, el que fuera el primer gran capo de la droga de la historia de México ha decidido hablar. Miguel Ángel Félix Gallardo (Sinaloa, 76 años), que cumple condena en una cárcel de máxima seguridad de Guadalajara por el brutal asesinato en 1985 del agente infiltrado de la Agencia Antidrogas de Estados Unidos (DEA)|El jefe de jefes del narco mexicano lo niega todo|https://elpais.com/mexico/2021-08-18/el-jefe-de-jefes-del-narco-mexicano-lo-niega-todo.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|5|32
b0239689e18981f4e8a227577980cef2|Isabel Andrade, de 18 años, fue una de las primeras en llegar el sábado a uno de los puestos de vacunación en São Paulo y esperó ansiosamente su turno. De fondo, sonaban las comparsas de carnaval contratadas por el Ayuntamiento para animar durante el fin de semana la “Virada da Vacina”, 34 horas seguidas de vacunación en las que se administró la primera dosis de la vacuna contra la covid-19 a casi 500.000 personas entre 18 y 21 años. “Evito salir de casa desde el inicio de la pandemia, pero ahora puedo soñar con divertirme en las calles, ¿no? ¡No puedo esperar!”, celebró la brasileña.|“Esperanza fiestera”: Brasil supera a EE UU en adultos vacunados con una primera dosis contra la covid-19|https://elpais.com/internacional/2021-08-17/esperanza-fiestera-brasil-supera-a-ee-uu-en-adultos-vacunados-con-una-primera-dosis-contra-la-covid-19.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|10|49
dcc5904e4b0fdb61c4bb28b16086f3e6|Como parte de la transición política vivida en todo el país tras los pasados|Avances legislativos para los mexiquenses|https://elpais.com/sociedad/2021-08-13/avances-legislativos-para-los-mexiquenses.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|3|7
5a9f8bd70bdf0b449d0c8a7ea12ff08e|Los países de América Latina están migrando hacia modelos de desarrollos sostenibles y circulares, implementando innovadores motores de inversión y financiamiento para potenciar sus economías. En este escenario, la electrificación está tomando un rol clave para lograr ciudades más limpias, resilientes e inclusivas.|Transformando el futuro del transporte público en América Latina|https://elpais.com/sociedad/2021-08-16/transformando-el-futuro-del-transporte-publico-en-america-latina.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|6|26
48d5bdeaee8c53ba050b264e9d93b22c|Como muchas otras personas que durante el último año han estado tratando de figurarse cómo confrontar el problema de la inmersión modificada o empobrecida, si estuviese yo leyendo esta nota una mañana de fin de semana, probablemente esperaría encontrar algunos ejemplos de cómo maximizar mi inmersión de vacaciones, que no fuera en un hamam en Turquía, al que no tengo acceso, o escalar una gran montaña, no las hay en mi proximidad, y no planeo viajar para encontrarla, ni caminar en un bosque tupido.|Sumergirse en un mar, bosque o libro ayuda a la creatividad|https://elpais.com/eps/2021-08-12/inmersion-sumergirse-siempre-en-todo.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|6|39
14edfa386661333965e37483718b074c|lo jugó casi todos los partidos de la Liga de la pasada temporada. Solo se perdió el último, intrascendente para el|La infinita fábrica de porteros del Athletic|https://elpais.com/deportes/2021-08-18/la-infinita-fabrica-de-porteros-del-athletic.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|4|10
d9a8516458f3387ce439b70ebb28b40b|Los talibanes no mandaban en Afganistán desde 2001. Aquel año la burbuja de internet había explotado, el móvil más elogiado era un Nokia y Facebook, YouTube o Twitter no existían. Veinte años después la vida digital ha cambiado mucho. La red se ha convertido en una parte de nuestras vidas donde inadvertidamente dejamos un reguero de amigos, gustos, intereses y amantes, sin prestarle mucha atención. La irrupción de los talibanes de nuevo en Afganistán provoca que, junto con los casos algo distintos de Myanmar, Hong Kong e Irak con el Estado Islámico, el anodino pasado digital de un ciudadano pueda volverse en su contra debido a un repentino cambio de régimen.|El drama digital en Afganistán: borrarse de las redes y limpiar el historial en internet para escapar de los talibanes|https://elpais.com/tecnologia/2021-08-18/el-drama-digital-en-afganistan-borrarse-de-las-redes-y-limpiar-el-historial-online-para-escapar-de-los-talibanes.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|10|58
46d38c85dc19970ce6340e9f326d37c0|y cambiar las prácticas agrícolas actuales para prevenir futuras pandemias. Así ha concluido el Grupo de Trabajo Científico Internacional en Prevención de Pandemias, organizado por el Instituto de Salud Global de Harvard junto con la Escuela de Salud Pública T.H. Chan de Harvard, en un|El riesgo de pandemias ha aumentado en las últimas cinco décadas por el maltrato al planeta|https://elpais.com/planeta-futuro/2021-08-18/el-riesgo-de-pandemias-ha-aumentado-en-las-ultimas-cinco-decadas-por-el-maltrato-al-planeta.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|8|26
4450239055bcab32fcad922c8b70e274|“Son las decisiones que tomamos ahora, para aliviar el sufrimiento entre aquellos que conocemos y aquellos a los que tal vez nunca nos encontremos, las que probarán nuestra humanidad “. Con esta frase finaliza el comunicado que los duques de Sussex|Meghan Markle y el príncipe Enrique llaman a la acción frente a la situación en Afganistán y Haití|https://elpais.com/gente/2021-08-18/meghan-markle-y-el-principe-enrique-llaman-a-la-accion-frente-a-la-situacion-en-afganistan-y-haiti.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|10|19
06df0d5f3196ea2262c5e86b7e4d4107|La arqueología política permite imaginar la democratización de Cuba a través de la Constitución de 1940, que Fidel Castro alabó en|Aleccionadora prehistoria cubana|https://elpais.com/opinion/2021-08-17/aleccionadora-prehistoria-cubana.html|output/elpais_2021_08_18_articles.csv|elpais|elpais.com|3|11
